순위 (ranking),단어 (word),품사 (Part of speech),풀이 (Explanation),등급 (Rating),suffix number,단어 (word) (cleaned),english translation
2330,권하다,동,勸-,B,하다,권하다,recommend
2331,극장,명,劇場,A,극장,극장,theater
2332,끝내,부,,B,끝내,끝내,Finished
2333,대문03,명,大門,B,03,대문,main door
2334,더욱이,부,,C,욱이,더욱이,Furthermore
2335,별도01,명,別途,C,01,별도,Separately
2336,비극,명,悲劇,C,비극,비극,tragedy
2339,솜씨,명,,C,솜씨,솜씨,workmanship
2340,시내03,명,市內,B,03,시내,downtown
2341,신02,명,~이 나다,B,02,신,god
2343,실내,명,室內,B,실내,실내,inside
2344,쏟다,동,,B,쏟다,쏟다,pour out
2345,연결하다01,동,連結-,B,01,연결하다,Interlink
2346,외교01,명,外交,B,01,외교,diplomacy
2348,주머니,명,,B,머니,주머니,pocket
2350,계약,명,契約,B,계약,계약,contract
2351,과장07,명,課長,B,07,과장,exaggeration
2352,극05,명,劇,C,05,극,pole
2353,나란히,부,,C,란히,나란히,side by side
2354,다방02,명,茶房,C,02,다방,coffee house
2356,부끄럽다,형,,B,럽다,부끄럽다,I'm embarrassed
2357,성공01,명,成功,B,01,성공,success
2358,수행하다02,동,遂行-,C,02,수행하다,Conduct
2359,신청01,명,申請,B,01,신청,application
2360,실로01,부,實-,C,01,실로,Indeed
2361,아픔,명,,B,아픔,아픔,pain
2362,알아듣다,동,,B,듣다,알아듣다,understand
2363,약간,명,若干,B,약간,약간,a little
2364,연기09,명,煙氣,B,09,연기,performance
2366,이동03,명,移動,B,03,이동,movement
2367,인연03,명,因緣,C,03,인연,Destiny
2368,일행01,명,一行,C,01,일행,party
2372,지도09,명,指導,C,09,지도,map
2373,지식인,명,知識人,C,식인,지식인,intellectual
2374,진지하다,형,眞摯-,C,하다,진지하다,Serious
2375,치다10,동,셈을 맞추다,C,10,치다10,Hit 10
2376,호흡,명,呼吸,C,호흡,호흡,Breath
2377,흔들리다,동,,C,리다,흔들리다,Oscillate
2378,근본,명,根本,C,근본,근본,fundamental
2379,기온,명,氣溫,B,기온,기온,Temperatures
2380,날아가다,동,,B,가다,날아가다,fly
2381,많아지다,동,,B,지다,많아지다,increase
2382,바위01,명,,B,01,바위,rock
2383,버릇01,명,,B,01,버릇,Habit
2384,비판하다,동,批判-,B,하다,비판하다,criticize
2385,빨갛다,형,,B,갛다,빨갛다,It's red
2386,세워지다,동,,B,지다,세워지다,erected
2387,술집,명,,B,술집,술집,bar
2388,쉬다04,동,숨을 ~,B,04,쉬다,rest
2390,오랜만,명,,A,랜만,오랜만,Long time no see
2392,일부러,부,,C,부러,일부러,on purpose
2393,전체적,명,全體的,B,체적,전체적,overall
2394,절반,명,折半,B,절반,절반,half
2395,접근하다,동,接近-,C,하다,접근하다,draw close
2397,편안하다01,형,便安-,B,01,편안하다,It is comfortable
2398,풍경01,명,風景,B,01,풍경,sight
2399,확실히,부,確實-,B,실히,확실히,surely
2400,흩어지다,동,,C,지다,흩어지다,scatter
2401,갈다02,동,문지르다,B,02,갈다,Sharpen
2402,교류01,명,交流,B,01,교류,A.C
2403,글쓰기,명,,B,쓰기,글쓰기,writing
2404,기후05,명,氣候,C,05,기후,climate
2405,내내01,부,,B,01,내내,all the time
2406,대기업,명,大企業,B,기업,대기업,major company
2407,대응하다,동,對應-,C,하다,대응하다,react
2408,도구10,명,道具,B,10,도구10,Tool 10
2409,매력,명,魅力,B,매력,매력,attractiveness
2410,백05,관,百,A,05,백,hundred
2411,보험,명,保險,B,보험,보험,insurance
2412,부럽다,형,,B,럽다,부럽다,i envy you
2413,부장07,명,部長,B,07,부장,Director
2414,섞이다,동,,B,이다,섞이다,be mixed
2415,소03,명,동물,B,03,소,cow
2416,심리01,명,心理,B,01,심리,trial
2417,심정01,명,心情,C,01,심정,feeling
2418,쏘다01,동,,B,01,쏘다,shot
2419,아줌마,명,,A,줌마,아줌마,Madame
2420,위치하다,동,位置-,B,하다,위치하다,to be placed
2421,이룩하다,동,,C,하다,이룩하다,achieve
2422,이틀01,명,시간,B,01,이틀,Two days
2424,전달하다02,동,傳達-,B,02,전달하다,deliver
2425,정말로,부,正-,B,말로,정말로,really
2426,추다02,동,춤을 ~,A,02,추다,dance
2427,켜다01,동,성냥을 ~,A,01,켜다,turn on
2428,코너,명,corner,B,코너,코너,corner
2429,행동하다,동,行動-,B,하다,행동하다,Act
2430,형사02,명,刑事,C,02,형사,detective
2431,희곡,명,戱曲,C,희곡,희곡,drama
2432,감동02,명,感動,B,02,감동,moved
2433,공항02,명,空港,A,02,공항,airplane
2434,군인,명,軍人,A,군인,군인,soldier
2435,굳이,부,,B,굳이,굳이,Why?
2436,그늘,명,,B,그늘,그늘,shade
2437,급하다,형,急-,B,하다,급하다,in a hurry
2438,달걀,명,,B,달걀,달걀,egg
2439,대중문화,명,大衆文化,B,문화,대중문화,popular culture
2440,마련되다,동,,B,되다,마련되다,prepare
2441,마루03,명,~를 닦다,B,03,마루,Floor
2442,무게,명,,B,무게,무게,weight
2443,물기,명,-氣,C,물기,물기,bite
2444,성적04,명,成績,B,04,성적,sexual
2445,솔직히,부,率直-,B,직히,솔직히,to be honest
2446,시도하다03,동,試圖-,B,03,시도하다,Attempt
2447,아니요,감,,A,니요,아니요,no
2449,예절,명,禮節,B,예절,예절,etiquette
2451,인상06,명,印象,B,06,인상,impression
2452,인터넷,명,internet,B,터넷,인터넷,Internet
2454,적용하다,동,適用-,B,하다,적용하다,apply
2455,전통적,명,傳統的,B,통적,전통적,traditional
2456,참가하다01,동,參加-,B,01,참가하다,participate
2457,치마01,명,,A,01,치마,skirt
2458,친척,명,親戚,B,친척,친척,Relative
2459,특정하다,형,特定-,C,하다,특정하다,specific
2460,호텔,명,hotel,A,호텔,호텔,hotel
2461,경계04,명,境界,C,04,경계,boundary
2462,공식01,명,公式,C,01,공식,official
2463,그다지,부,,B,다지,그다지,very
2464,긴장,명,緊張,B,긴장,긴장,nervous
2465,깎다,동,,A,깎다,깎다,cut
2466,다리02,명,교량,A,02,다리,leg
2468,따라가다,동,,B,가다,따라가다,to follow
2469,머물다,동,,C,물다,머물다,stay
2470,명예01,명,名譽,C,01,명예,honor
2471,뱃사람,명,,C,사람,뱃사람,seafarer
2472,부처04,명,部處,B,04,부처,Buddha
2473,숙이다,동,,B,이다,숙이다,bow down
2474,아가씨,명,,B,가씨,아가씨,miss
2475,온도,명,溫度,B,온도,온도,temperature
2476,이마01,명,,B,01,이마,forehead
2477,절대로,부,絶對-,B,대로,절대로,never
2478,지붕,명,,B,지붕,지붕,roof
2479,지원하다01,동,支援-,C,01,지원하다,apply
2480,진짜,명,眞-,B,진짜,진짜,really
2482,짙다02,형,,B,02,짙다,It's dark
2483,창밖,명,窓-,B,창밖,창밖,outside the window
2484,청소06,명,淸掃,A,06,청소,cleaning
2486,침묵,명,沈默,C,침묵,침묵,silence
2487,텍스트,명,text,C,스트,텍스트,text
2488,표면,명,表面,C,표면,표면,surface
2489,햇살,명,,B,햇살,햇살,sunlight
2490,객관적,명,客觀的,C,관적,객관적,objective
2491,걱정하다,동,,A,하다,걱정하다,Worry
2492,경제적,명,經濟的,B,제적,경제적,economical
2493,구름01,명,,A,01,구름,cloud
2494,구석01,명,,C,01,구석,corner
2495,끄다01,동,불을 ~,A,01,끄다,turn off
2496,담당하다,동,擔當-,B,하다,담당하다,It is responsible for
2497,둥지,명,,C,둥지,둥지,nest
2499,벗기다02,동,,B,02,벗기다,peel
2500,부대08,명,部隊,C,08,부대,army unit
2501,불빛,명,,B,불빛,불빛,fire
2502,서클,명,circle,C,서클,서클,circle
2503,시청자,명,視聽者,B,청자,시청자,viewers
2504,실체02,명,實體,C,02,실체,substance
2506,엄격하다02,형,嚴格-,C,02,엄격하다,strict
2507,완벽하다,형,完璧-,B,하다,완벽하다,It is perfect
2508,완전하다01,형,完全-,C,01,완전하다,complete
2510,절01,명,사찰,B,01,절,I
2512,종업원,명,從業員,B,업원,종업원,Employee
2513,증가01,명,增加,C,01,증가,increase
2514,출연02,명,出演,C,02,출연,Appearance
2515,학기02,명,學期,B,02,학기,semester
2516,한동안,명,,B,동안,한동안,for a while
2518,후기03,명,後期,C,03,후기,review
2520,계절01,명,季節,A,01,계절,season
2522,만지다,동,,B,지다,만지다,touch
2523,목사05,명,牧師,B,05,목사,minister
2524,바늘,명,,B,바늘,바늘,needle
2525,버티다,동,,C,티다,버티다,Withstand
2526,부15,의,部,B,15,부15,Part 15
2527,분포하다02,동,分布-,C,02,분포하다,distribute
2528,비중01,명,比重,C,01,비중,importance
2530,수입01,명,收入,B,01,수입,income
2531,아이디어,명,idea,C,디어,아이디어,idea
2532,양쪽,명,兩-,B,양쪽,양쪽,both side
2533,예컨대,부,例-,C,컨대,예컨대,for example
2534,운동장,명,運動場,A,동장,운동장,Playground
2535,전개02,명,展開,C,02,전개,deployment
2536,접촉,명,接觸,C,접촉,접촉,contact
2538,짐01,명,,B,01,짐,load
2539,풀02,명,~을 베다,B,02,풀,grass
2540,해마다,부,,B,마다,해마다,year after year
2541,후배06,명,後輩,B,06,후배,Junior
2542,휴가01,명,休暇,B,01,휴가,vacation
2543,경기05,명,景氣,C,05,경기,game
2544,계곡01,명,溪谷,C,01,계곡,Valley
2545,국회의원,명,國會議員,B,의원,국회의원,member of Congress
2546,다투다,동,,C,투다,다투다,contend
2548,도저히,부,到底-,C,저히,도저히,No way
2551,뻗다,동,,B,뻗다,뻗다,stretch
2552,생활하다,동,生活-,B,하다,생활하다,live
2553,솔직하다,형,率直-,B,하다,솔직하다,honest
2554,안타깝다,형,,B,깝다,안타깝다,Regretful
2555,앞장서다,동,,C,서다,앞장서다,take the lead
2556,요청하다,동,要請-,C,하다,요청하다,request
2557,이르다03,형,빠르다,B,03,이르다,early
2558,일치하다,동,一致-,C,하다,일치하다,Coincide
2559,젓다01,동,,B,01,젓다,row
2560,정치권,명,政治權,C,치권,정치권,politics
2561,처녀,명,處女,C,처녀,처녀,Virgin
2562,축제01,명,祝祭,B,01,축제,festival
2563,터뜨리다,동,,B,리다,터뜨리다,explode
2564,학습,명,學習,B,학습,학습,learning
2565,개발되다,동,開發-,C,되다,개발되다,be developed
2566,높이02,부,,B,02,높이,height
2567,당연히01,부,當然-,B,01,당연히,of course
2568,대비하다04,동,對備-,C,04,대비하다,Be ready
2569,동쪽,명,東-,A,동쪽,동쪽,East
2570,떨리다01,동,흔들리다,B,01,떨리다,nervous
2571,마구01,부,,B,01,마구,harness
2572,만남,명,,B,만남,만남,meeting
2573,미디어,명,media,B,디어,미디어,media
2574,복도04,명,複道,B,04,복도,corridor
2575,수상09,명,首相,B,09,수상,Awards
2576,쓰러지다,동,,C,지다,쓰러지다,Fall down
2578,영상01,명,映像,C,01,영상,video
2579,영혼02,명,靈魂,C,02,영혼,soul
2580,운전사,명,運轉士,C,전사,운전사,driver
2581,자랑스럽다,형,,B,럽다,자랑스럽다,proud
2582,잠깐,명,,A,잠깐,잠깐,for a moment
2583,적당하다02,형,適當-,B,02,적당하다,It is suitable
2584,적용되다,동,適用-,C,되다,적용되다,apply
2585,주26,의,週,A,26,주26,Note 26
2586,지속적,명,持續的,C,속적,지속적,constantly
2587,진행하다,동,進行-,B,하다,진행하다,progress
2588,차별,명,差別,C,차별,차별,discrimination
2589,곳곳,명,,B,곳곳,곳곳,everywhere
2590,구분06,명,區分,C,06,구분,division
2591,금지04,명,禁止,B,04,금지,prohibition
2592,내지01,부,乃至,B,01,내지,inside
2593,달려오다,동,,B,오다,달려오다,run
2594,둘러보다,동,,B,보다,둘러보다,Look around
2595,분노,명,憤怒,C,분노,분노,anger
2596,비교01,명,比較,B,01,비교,comparison
2598,소위06,부,所謂,C,06,소위,ensign
2599,스치다01,동,살짝 닿다,C,01,스치다,lick
2601,역사적,명,歷史的,B,사적,역사적,classic
2602,열차02,명,列車,B,02,열차,train
2603,요즈음,명,,A,즈음,요즈음,these days
2604,유난히,부,,B,난히,유난히,Especially
2605,의무01,명,義務,C,01,의무,duty
2606,잃어버리다,동,,A,리다,잃어버리다,lose
2607,잠깐,부,,A,잠깐,잠깐,for a moment
2608,잠들다,동,,B,들다,잠들다,fall asleep
2609,정식01,명,正式,B,01,정식,Formally
2610,조용하다01,형,,A,01,조용하다,quiet
2611,즉시,명,卽時,B,즉시,즉시,immediately
2612,최선02,명,最善,B,02,최선,best
2613,탑02,명,塔,B,02,탑,tower
2614,한복,명,韓服,A,한복,한복,Han bok
2615,활동하다01,동,活動-,B,01,활동하다,To be active
2616,건축01,명,建築,B,01,건축,construct
2617,귀엽다,형,,B,엽다,귀엽다,cute
2618,답답하다,형,,B,하다,답답하다,frustrated
2619,당황하다,동,唐慌-,B,하다,당황하다,Panic
2620,동일하다,형,同一-,C,하다,동일하다,same
2621,떨어뜨리다,동,,B,리다,떨어뜨리다,To drop
2622,똑같이,부,,B,같이,똑같이,same
2623,라면01,명,&일ramen,A,01,라면,ramen
2624,말05,명,동물,B,05,말,word
2625,밀가루,명,,B,가루,밀가루,flour
2626,바깥,명,,B,바깥,바깥,outside
2627,바지01,명,,A,01,바지,pants
2628,벌리다01,동,입을 ~,B,01,벌리다,be profitable
2629,보고서,명,報告書,B,고서,보고서,report
2630,보관하다,동,保管-,B,하다,보관하다,store
2631,부딪치다,동,,B,치다,부딪치다,bump into
2632,빨래,명,,B,빨래,빨래,Wash
2633,상하다02,동,傷-,B,02,상하다,rot
2634,설치02,명,設置,C,02,설치,installation
2635,식용유,명,食用油,B,용유,식용유,cooking oil
2636,싫어하다,동,,A,하다,싫어하다,Dislike
2637,업종01,명,業種,C,01,업종,Sectors
2638,연출02,명,演出,C,02,연출,Production
2639,테이블,명,table,A,이블,테이블,table
2640,트이다,동,,C,이다,트이다,open
2641,피곤하다,형,疲困-,A,하다,피곤하다,I'm tired
2642,한국어,명,韓國語,A,국어,한국어,korean
2643,한자02,명,漢字,A,02,한자,chinese character
2644,겁05,명,怯,B,05,겁,cowardice
2646,관리01,명,官吏,C,01,관리,management
2647,국제화,명,國際化,C,제화,국제화,internationalization
2648,근육,명,筋肉,C,근육,근육,muscle
2650,깔리다01,동,,C,01,깔리다,be crushed
2653,사전13,명,事前,C,13,사전13,Dictionary 13
2654,산소03,명,酸素,B,03,산소,Oxygen
2655,석유01,명,石油,B,01,석유,oil
2656,소리치다,동,,B,치다,소리치다,to yell
2657,시06,명,市,A,06,시,city
2658,신선하다03,형,新鮮-,B,03,신선하다,fresh
2659,안경03,명,眼鏡,A,03,안경,glasses
2660,약속하다,동,約束-,A,하다,약속하다,Promise
2661,연합03,명,聯合,C,03,연합,Union
2663,인격,명,人格,C,인격,인격,personality
2664,장25,명,章,B,25,장25,Chapter 25
2665,적13,명,敵,B,13,적13,Enemy 13
2666,조심하다02,동,操心-,B,02,조심하다,Be careful
2667,질08,명,質,B,08,질,quality
2668,찌르다,동,,B,르다,찌르다,stab
2669,책임자,명,責任者,B,임자,책임자,responsible person
2670,총06,관,總,C,06,총,gun
2671,취미04,명,趣味,A,04,취미,hobby
2672,표02,명,表,C,02,표,graph
2673,품목01,명,品目,C,01,품목,item
2674,확대되다02,동,擴大-,B,02,확대되다,enlarge
2675,거실02,명,居室,B,02,거실,living room
2677,논01,명,,C,01,논,rice paddy
2678,덥다01,형,,A,01,덥다,hot
2679,둘째,관,,A,둘째,둘째,second
2680,바보,명,,B,바보,바보,fool
2681,별02,관,別,B,02,별,star
2682,보람,명,,B,보람,보람,Reward
2683,부작용,명,副作用,B,작용,부작용,side effect
2684,비난,명,非難,C,비난,비난,criticism
2687,신고01,명,申告,B,01,신고,Declaration
2688,야구02,명,野球,A,02,야구,baseball
2689,어떡하다,불,어떠하게 하다,B,하다,어떡하다,What should I do?
2690,예상02,명,豫想,B,02,예상,expectation
2691,위협,명,威脅,C,위협,위협,Threat
2692,이03,명,신체,A,03,이,this
2694,이상09,명,理想,B,09,이상,more
2696,잠기다02,동,물에 ~,C,02,잠기다,sink
2698,주고받다,동,,C,받다,주고받다,give and take
2699,주먹,명,,B,주먹,주먹,fist
2700,지지06,명,支持,C,06,지지,support
2701,털다,동,,B,털다,털다,whisk
2702,경고04,명,警告,C,04,경고,warning
2703,공개하다,동,公開-,C,하다,공개하다,Open to the public
2704,과목02,명,科目,B,02,과목,subject
2705,구경01,명,,A,01,구경,caliber
2706,그분,대,,A,그분,그분,Him
2707,근무,명,勤務,B,근무,근무,work
2708,논쟁,명,論爭,C,논쟁,논쟁,arguement
2710,달아나다,동,,B,나다,달아나다,run away
2711,묶다,동,,B,묶다,묶다,tie
2712,성명10,명,聲明,C,10,성명10,Statement 10
2713,소스01,명,sauce,B,01,소스,sauce
2714,수십,관,數十,C,수십,수십,dozens
2715,신다,동,,A,신다,신다,put on
2716,우리말,명,,B,리말,우리말,Korean
2717,유교02,명,儒敎,B,02,유교,Confucianism
2718,이불01,명,,B,01,이불,bedding
2719,이성08,명,理性,B,08,이성,Sane
2720,일상04,명,日常,B,04,일상,daily
2721,자동01,명,自動,B,01,자동,automatic
2722,장래,명,將來,B,장래,장래,future
2723,전개되다,동,展開-,C,되다,전개되다,unfold
